Num_Of_Room,Area,Age,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Floor_basement,Floor_first floor,Floor_interstage,Floor_top floor,Heat_type_Kombi,Heat_type_Merkezi,Heat_type_Merkezi (Pay Ölçer),Usage_Boş,Usage_Kiracılı,Usage_Mülk Sahibi,Price
4,125.0,4,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2375000
2,75.0,5,25,1,1,1,0,0,1,0,0,0,1,0,1,0,2790000
4,135.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1480000
4,140.0,4,10,1,0,2,0,0,1,0,1,0,0,0,0,1,2950000
3,95.0,40,4,1,0,1,0,1,0,0,0,1,0,0,1,0,1375000
4,135.0,26,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1980000
4,130.0,26,4,0,0,1,0,0,1,0,0,1,0,0,1,0,2500000
4,130.0,26,4,0,0,1,0,0,1,0,0,1,0,0,1,0,2500000
4,150.0,10,7,1,0,2,0,0,1,0,1,0,0,1,0,0,2050000
3,105.0,25,5,1,0,1,0,0,0,1,1,0,0,0,0,1,945000
4,110.0,20,9,1,1,1,0,0,1,0,1,0,0,0,1,0,3750000
4,160.0,4,9,1,0,2,0,0,1,0,1,0,0,1,0,0,1800000
4,110.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,890000
4,120.0,20,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1720000
4,140.0,10,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1788000
3,95.0,25,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1890000
4,140.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,750000
4,130.0,31,2,1,0,2,1,0,0,0,0,1,0,0,1,0,1580000
4,130.0,11,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1190000
4,170.0,6,15,1,0,2,0,0,1,0,0,0,1,0,1,0,2750000
4,100.0,12,2,1,0,2,0,0,1,0,1,0,0,1,0,0,665000
4,124.0,12,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1050000
5,185.0,5,10,1,0,2,0,0,1,0,0,0,1,0,0,1,3850000
5,240.0,7,31,1,0,3,0,1,0,0,0,0,1,0,0,1,8250000
3,110.0,25,3,1,0,1,1,0,0,0,1,0,0,0,0,1,775000
4,130.0,30,12,1,0,1,0,0,1,0,0,1,0,0,0,1,2000000
4,130.0,12,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1550000
4,140.0,7,15,1,0,1,0,0,1,0,1,0,0,0,0,1,1549000
5,185.0,5,12,1,0,2,0,0,1,0,1,0,0,1,0,0,2750000
4,135.0,20,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2449000
5,180.0,3,13,1,0,2,0,0,1,0,0,0,1,1,0,0,3499000
3,110.0,11,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1058000
4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1840000
4,130.0,10,6,1,0,1,0,0,1,0,1,0,0,0,0,1,2125000
5,145.0,10,5,1,0,1,0,0,0,1,1,0,0,1,0,0,1650000
4,135.0,20,10,1,0,1,0,0,1,0,1,0,0,0,1,0,2000000
4,115.0,20,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1650000
5,200.0,2,15,1,1,2,0,0,1,0,0,0,1,0,0,1,4200000
4,130.0,22,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1239000
7,300.0,10,4,1,0,2,0,0,1,0,1,0,0,0,0,1,2299000
4,150.0,5,5,1,0,2,0,0,1,0,1,0,0,0,0,1,1289000
4,135.0,15,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1100000
4,150.0,4,12,1,0,2,0,0,1,0,1,0,0,1,0,0,1550000
5,250.0,16,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1845000
3,90.0,14,3,1,0,1,0,1,0,0,1,0,0,0,0,1,899000
4,135.0,10,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1189000
5,180.0,25,4,1,0,2,0,0,1,0,0,1,0,0,1,0,3800000
4,130.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,870000
3,90.0,16,3,1,0,1,1,0,0,0,1,0,0,0,1,0,940000
5,185.0,1,14,1,0,2,0,0,1,0,0,0,1,0,1,0,6250000
3,115.0,15,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1050000
5,140.0,16,2,1,0,1,0,1,0,0,1,0,0,1,0,0,2300000
4,105.0,20,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1050000
4,115.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,885000
5,220.0,4,4,1,0,2,0,0,0,1,1,0,0,0,1,0,1950000
4,135.0,8,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1440000
4,150.0,3,30,1,0,1,0,0,1,0,0,0,1,0,1,0,3500000
4,120.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1400000
4,155.0,12,3,1,0,1,1,0,0,0,1,0,0,0,1,0,775000
5,150.0,15,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1700000
2,65.0,45,2,1,1,1,1,0,0,0,1,0,0,0,1,0,650000
4,120.0,22,10,1,0,1,0,0,1,0,0,1,0,0,0,1,2025000
5,145.0,30,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1450000
4,135.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1750000
4,1.125,6,3,1,0,2,1,0,0,0,1,0,0,0,0,1,1375000
4,145.0,20,3,1,0,3,0,0,1,0,1,0,0,0,0,1,1800000
4,140.0,25,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2625000
4,125.0,30,3,1,0,1,0,0,1,0,0,1,0,1,0,0,3250000
4,185.0,10,18,1,0,2,0,0,1,0,1,0,0,0,0,1,2759000
4,140.0,14,4,1,0,1,0,0,1,0,1,0,0,1,0,0,3100000
4,115.0,26,10,1,0,1,0,0,1,0,1,0,0,1,0,0,1100000
4,130.0,4,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1475000
4,120.0,17,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1099000
4,130.0,5,5,1,0,1,1,0,0,0,1,0,0,0,1,0,980000
4,135.0,10,11,1,0,1,0,0,1,0,1,0,0,1,0,0,2380000
4,120.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,989000
3,100.0,8,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1040000
5,190.0,2,11,1,0,2,0,0,1,0,0,0,1,0,0,1,2900000
4,220.0,6,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1850000
4,100.0,25,3,1,0,1,1,0,0,0,1,0,0,0,0,1,875000
4,155.0,20,7,1,0,1,0,0,1,0,1,0,0,1,0,0,3790000
6,220.0,11,4,1,0,2,0,0,1,0,1,0,0,1,0,0,4500000
4,120.0,10,3,1,0,1,0,0,1,0,0,1,0,0,0,1,3500000
3,115.0,16,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1249000
4,115.0,25,2,1,0,1,0,0,1,0,1,0,0,0,1,0,2150000
5,175.0,25,5,1,0,1,0,0,1,0,1,0,0,0,1,0,2750000
4,100.0,20,3,1,0,2,0,1,0,0,1,0,0,1,0,0,1389000
5,230.0,3,15,1,0,2,0,0,1,0,0,1,0,0,1,0,2850000
4,125.0,15,3,1,0,1,1,0,0,0,1,0,0,1,0,0,900000
3,105.0,13,3,1,0,1,1,0,0,0,1,0,0,0,1,0,675000
3,80.0,35,3,1,0,1,0,0,1,0,1,0,0,0,0,1,950000
3,87.0,11,5,1,1,1,0,0,1,0,1,0,0,0,1,0,1495000
4,130.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2200000
3,120.0,13,4,1,0,1,0,0,1,0,1,0,0,0,1,0,685000
4,135.0,15,8,1,0,1,0,0,1,0,1,0,0,1,0,0,2750000
4,240.0,12,3,1,0,2,0,0,1,0,1,0,0,0,0,1,3300000
3,110.0,5,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1149000
4,130.0,28,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1750000
4,135.0,38,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1050000
4,135.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2315000
4,130.0,11,3,1,0,1,0,1,0,0,1,0,0,0,0,1,969000
4,120.0,20,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1460000
3,100.0,15,3,1,0,1,0,1,0,0,1,0,0,1,0,0,795000
4,110.0,35,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1450000
5,185.0,22,10,1,0,2,0,0,1,0,0,1,0,1,0,0,3250000
4,118.0,5,5,1,0,1,0,1,0,0,1,0,0,0,1,0,1380000
5,215.0,3,8,1,0,2,0,0,1,0,1,0,0,1,0,0,1600000
7,250.0,14,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2949000
5,150.0,40,3,1,0,1,0,0,1,0,1,0,0,0,1,0,4100000
4,115.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,2250000
4,115.0,25,4,1,0,1,0,0,0,1,1,0,0,0,0,1,575000
4,140.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1620000
4,130.0,21,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1750000
4,130.0,10,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1950000
4,140.0,14,3,1,0,2,0,1,0,0,1,0,0,0,0,1,1349000
7,245.0,8,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1899000
4,130.0,3,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1869000
4,130.0,22,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1750000
6,295.0,5,17,1,0,2,0,0,1,0,0,0,1,1,0,0,6000000
4,120.0,4,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1790000
4,140.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1320000
4,130.0,27,2,1,0,1,0,0,1,0,1,0,0,1,0,0,2090000
3,80.0,31,3,0,0,1,0,1,0,0,1,0,0,0,1,0,1100000
4,135.0,13,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1000000
5,185.0,1,20,1,0,2,0,0,1,0,0,0,1,1,0,0,3100000
2,75.0,1,23,1,0,1,0,0,1,0,0,0,1,1,0,0,2750000
3,130.0,4,4,0,1,1,0,0,1,0,0,0,1,1,0,0,4500000
4,140.0,26,4,1,0,2,0,0,1,0,1,0,0,0,0,1,3485000
4,115.0,24,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1170000
4,130.0,20,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1025000
5,180.0,16,3,1,0,2,0,1,0,0,1,0,0,0,0,1,2045000
4,125.0,9,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1150000
4,160.0,5,8,1,0,2,0,0,1,0,0,0,1,1,0,0,2195000
4,130.0,20,8,1,0,1,0,0,1,0,0,1,0,1,0,0,2735000
4,135.0,21,6,1,0,1,0,0,1,0,1,0,0,0,1,0,1657000
4,130.0,15,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1450000
4,115.0,22,3,1,0,1,0,0,1,0,1,0,0,0,1,0,819000
5,210.0,3,17,1,0,2,0,0,1,0,0,0,1,0,1,0,3499000
3,110.0,16,9,1,0,1,0,0,1,0,0,1,0,1,0,0,1745000
4,120.0,16,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1770000
5,200.0,5,15,1,0,2,0,0,1,0,0,0,1,0,0,1,6250000
4,149.0,5,10,1,0,2,0,0,1,0,0,0,1,0,0,1,3300000
4,125.0,50,4,1,0,1,0,0,1,0,0,1,0,0,0,1,2750000
5,220.0,12,12,1,0,2,0,0,1,0,1,0,0,1,0,0,5700000
8,550.0,16,3,1,0,4,0,1,0,0,1,0,0,1,0,0,30500000
4,155.0,25,4,1,0,1,0,0,1,0,1,0,0,0,1,0,3230000
3,95.0,27,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1550000
4,135.0,11,6,0,0,1,0,0,1,0,1,0,0,0,1,0,1400000
4,115.0,15,3,1,0,1,1,0,0,0,1,0,0,0,0,1,890000
4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1249000
3,110.0,6,5,1,0,1,1,0,0,0,1,0,0,1,0,0,735000
4,120.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1580000
3,97.0,10,7,1,0,1,0,0,1,0,0,1,0,0,0,1,3550000
4,130.0,11,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1338000
4,130.0,10,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1588000
4,125.0,25,8,1,1,1,0,0,1,0,1,0,0,1,0,0,2450000
3,95.0,10,12,1,0,1,0,0,1,0,0,0,1,1,0,0,1300000
3,75.0,5,4,1,0,1,0,0,1,0,1,0,0,1,0,0,485000
2,75.0,30,3,1,1,1,0,1,0,0,1,0,0,0,1,0,1150000
4,115.0,6,12,0,0,1,0,0,1,0,1,0,0,1,0,0,890000
4,145.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1350000
4,120.0,50,3,1,1,1,0,0,1,0,1,0,0,0,0,1,920000
4,140.0,22,3,1,1,1,0,0,1,0,1,0,0,0,0,1,900000
6,250.0,18,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2550000
4,130.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1400000
2,60.0,5,28,1,1,1,0,0,1,0,0,0,1,0,1,0,2475000
4,155.0,7,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1550000
4,125.0,5,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1100000
4,110.0,35,3,1,0,1,0,0,1,0,1,0,0,0,1,0,948000
6,170.0,26,2,1,0,2,0,0,1,0,0,1,0,0,1,0,3150000
4,130.0,22,9,1,0,2,0,0,1,0,0,1,0,1,0,0,3950000
4,115.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1550000
4,125.0,25,2,1,0,1,0,0,1,0,1,0,0,1,0,0,2055000
4,130.0,5,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1780000
3,100.0,5,5,1,0,1,1,0,0,0,1,0,0,0,0,1,1250000
3,110.0,18,3,1,0,1,0,0,1,0,1,0,0,0,0,1,875000
4,130.0,22,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1289000
4,130.0,4,5,1,0,2,1,0,0,0,1,0,0,1,0,0,950000
4,145.0,3,8,1,0,2,0,0,1,0,1,0,0,0,0,1,2400000
6,320.0,7,8,1,0,2,0,0,1,0,1,0,0,0,0,1,4750000
4,130.0,13,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1619000
4,150.0,21,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1835000
4,135.0,12,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1548000
4,120.0,15,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1500000
4,125.0,5,6,1,0,1,0,0,1,0,1,0,0,0,1,0,1349000
2,70.0,25,4,1,0,1,0,1,0,0,1,0,0,0,1,0,950000
4,120.0,25,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1715000
4,115.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1600000
7,185.0,11,4,1,1,2,0,0,1,0,1,0,0,1,0,0,2950000
5,155.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1790000
3,80.0,31,5,0,0,1,0,1,0,0,0,1,0,1,0,0,1600000
4,160.0,7,4,1,0,1,0,0,0,1,1,0,0,0,1,0,1850000
4,135.0,10,15,1,0,1,0,0,1,0,1,0,0,0,1,0,1050000
5,155.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2790000
5,300.0,10,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2189000
4,130.0,13,4,1,0,1,1,0,0,0,1,0,0,0,1,0,1099000
4,190.0,15,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2000000
5,220.0,8,2,1,0,3,0,0,1,0,1,0,0,1,0,0,3350000
3,75.0,28,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1050000
4,120.0,16,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1000000
5,240.0,14,3,1,0,2,0,0,0,1,1,0,0,0,0,1,1675000
4,120.0,35,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1299000
5,200.0,1,17,1,0,2,0,0,1,0,0,1,0,1,0,0,3450000
3,140.0,4,25,1,0,2,0,0,1,0,0,0,1,0,1,0,4490000
5,193.0,1,23,1,0,2,0,0,1,0,0,1,0,0,1,0,4250000
5,160.0,18,10,1,0,2,0,0,1,0,1,0,0,1,0,0,2900000
4,125.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1500000
4,130.0,20,13,1,0,2,0,0,1,0,1,0,0,0,1,0,2700000
4,140.0,21,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2625000
4,130.0,25,2,1,0,1,0,0,1,0,1,0,0,1,0,0,2275000
4,135.0,10,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1450000
4,115.0,26,2,1,0,1,0,0,1,0,1,0,0,0,1,0,1990000
3,120.0,30,3,1,0,1,0,0,1,0,0,1,0,0,0,1,2550000
4,130.0,17,4,1,0,1,0,1,0,0,1,0,0,0,1,0,1630000
3,110.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,980000
4,145.0,8,9,1,0,1,0,0,1,0,1,0,0,1,0,0,1939000
4,120.0,20,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1875000
4,120.0,24,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1300000
3,110.0,30,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1050000
4,120.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1089000
5,210.0,6,5,1,0,2,0,0,1,0,1,0,0,0,1,0,2050000
4,165.0,5,17,1,0,2,0,0,1,0,0,1,0,1,0,0,3595000
4,135.0,5,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2000000
4,125.0,11,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1579000
4,130.0,23,3,1,0,1,0,0,1,0,1,0,0,0,1,0,900000
4,130.0,3,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1600000
4,115.0,25,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1769000
4,155.0,22,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1575000
4,140.0,25,3,1,0,1,0,0,1,0,0,1,0,1,0,0,2750000
4,125.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1439000
6,220.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1550000
6,250.0,11,7,1,0,3,0,0,1,0,1,0,0,1,0,0,3690000
5,170.0,16,4,1,0,2,0,0,0,1,0,0,1,1,0,0,3150000
5,155.0,3,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1629000
2,84.0,4,14,1,1,1,1,0,0,0,0,0,1,0,1,0,2200000
5,350.0,8,9,1,0,2,0,0,1,0,0,0,1,1,0,0,1880000
5,195.0,6,10,1,1,2,0,0,1,0,0,0,1,0,0,1,3850000
5,220.0,1,15,1,0,2,0,0,1,0,0,1,0,1,0,0,4750000
3,90.0,4,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1194000
3,85.0,30,3,1,0,1,1,0,0,0,1,0,0,0,0,1,890000
4,115.0,20,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1500000
5,220.0,6,3,1,0,2,0,0,1,0,1,0,0,1,0,0,6000000
4,120.0,30,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1095000
3,90.0,20,3,1,0,1,1,0,0,0,1,0,0,0,1,0,750000
2,100.0,2,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1750000
4,160.0,20,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1950000
4,120.0,28,2,1,0,1,0,0,1,0,1,0,0,1,0,0,2560000
4,120.0,30,5,1,0,1,0,1,0,0,0,1,0,0,1,0,2900000
4,120.0,20,2,1,0,1,0,0,1,0,1,0,0,0,1,0,1099000
4,120.0,15,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1289000
4,110.0,11,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1230000
4,120.0,20,5,1,0,1,0,1,0,0,1,0,0,1,0,0,890000
3,110.0,5,10,1,0,1,0,1,0,0,0,0,1,0,1,0,1925000
4,145.0,18,3,1,0,2,0,0,1,0,1,0,0,1,0,0,3550000
4,140.0,8,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1900000
4,140.0,25,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2975000
4,150.0,10,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2790000
6,220.0,7,4,1,0,3,0,0,1,0,1,0,0,1,0,0,3600000
4,125.0,18,4,1,0,1,0,0,1,0,1,0,0,0,1,0,999000
4,130.0,3,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1250000
4,125.0,21,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1195000
5,185.0,4,12,1,0,2,0,0,1,0,1,0,0,0,0,1,2550000
5,200.0,10,9,1,0,2,0,0,1,0,1,0,0,1,0,0,2550000
4,130.0,5,11,1,0,2,0,0,1,0,1,0,0,0,0,1,2600000
4,135.0,5,3,1,0,1,0,1,0,0,1,0,0,0,0,1,2750000
4,140.0,5,3,1,1,2,0,0,1,0,1,0,0,1,0,0,1665000
3,80.0,15,3,1,0,1,1,0,0,0,1,0,0,0,1,0,750000
4,85.0,31,3,0,0,1,0,1,0,0,0,1,0,0,1,0,1190000
5,340.0,2,22,1,0,3,0,0,1,0,0,1,0,1,0,0,5440000
4,130.0,4,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1550000
3,118.0,1,3,1,0,1,0,1,0,0,1,0,0,0,0,1,880000
5,170.0,12,4,1,0,2,0,0,1,0,0,0,1,0,1,0,3600000
4,130.0,20,8,1,0,1,0,0,1,0,1,0,0,0,0,1,3950000
4,155.0,15,6,1,0,1,0,0,1,0,1,0,0,0,1,0,2750000
4,120.0,15,3,1,1,1,0,1,0,0,1,0,0,1,0,0,1295000
5,175.0,20,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2950000
4,140.0,11,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1150000
4,130.0,15,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2450000
4,125.0,29,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2200000
3,110.0,20,4,1,0,1,1,0,0,0,1,0,0,1,0,0,1275000
10,350.0,10,4,1,0,1,0,0,0,1,1,0,0,0,1,0,5750000
4,95.0,15,3,1,0,1,1,0,0,0,1,0,0,0,1,0,750000
4,116.0,1,7,0,0,2,1,0,0,0,0,0,1,0,0,1,1100000
4,140.0,31,13,1,0,1,0,0,1,0,1,0,0,1,0,0,1350000
4,135.0,14,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1300000
4,135.0,2,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2000000
4,130.0,26,2,1,0,2,0,0,1,0,1,0,0,1,0,0,2795000
4,105.0,31,4,1,0,1,0,0,1,0,0,1,0,0,1,0,2480000
4,135.0,16,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2850000
4,130.0,25,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2625000
4,150.0,13,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1450000
4,140.0,31,3,1,0,1,0,0,1,0,0,1,0,0,1,0,2790000
3,95.0,8,7,1,0,1,0,1,0,0,1,0,0,0,0,1,1070000
3,105.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,900000
5,220.0,4,16,1,0,2,0,0,1,0,0,0,1,0,0,1,4250000
4,120.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1485000
4,120.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1270000
4,115.0,16,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1330000
4,135.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1650000
5,185.0,3,15,0,0,2,0,0,1,0,0,0,1,0,0,1,2599000
4,145.0,10,11,1,0,2,0,0,1,0,1,0,0,0,0,1,2150000
3,90.0,27,4,1,0,1,0,0,1,0,1,0,0,0,1,0,925000
5,180.0,4,4,0,0,1,0,0,1,0,1,0,0,0,0,1,2095000
4,130.0,20,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1265000
6,200.0,25,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1600000
4,135.0,25,3,1,0,1,0,0,1,0,0,1,0,1,0,0,2450000
4,130.0,19,3,1,0,2,0,0,1,0,1,0,0,0,1,0,3100000
4,150.0,15,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1599000
4,170.0,10,10,1,0,2,0,0,1,0,0,0,1,0,0,1,2650000
4,125.0,7,13,1,0,1,0,0,1,0,0,1,0,0,1,0,1800000
4,135.0,15,4,1,0,1,1,0,0,0,1,0,0,0,1,0,2400000
4,120.0,31,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2500000
3,85.0,4,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1500000
4,150.0,24,3,1,0,1,0,0,1,0,1,0,0,0,1,0,3300000
4,124.0,12,13,1,0,1,0,0,1,0,1,0,0,0,1,0,2150000
3,95.0,20,4,1,0,1,0,0,1,0,1,0,0,0,1,0,840000
4,141.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1940000
5,195.0,2,18,1,0,2,0,0,1,0,0,0,1,0,0,1,3629000
3,120.0,5,6,1,0,2,0,0,1,0,1,0,0,1,0,0,5600000
4,140.0,3,13,1,0,2,0,0,1,0,0,0,1,0,0,1,3200000
4,125.0,3,44,1,0,1,0,0,1,0,1,0,0,0,0,1,2070000
4,125.0,20,3,1,0,1,0,0,1,0,1,0,0,0,1,0,949000
5,240.0,5,30,1,0,2,0,0,1,0,0,0,1,0,0,1,12000000
4,120.0,3,22,1,0,2,0,0,1,0,0,0,1,1,0,0,2630000
4,160.0,5,10,1,0,2,0,0,1,0,1,0,0,0,0,1,2350000
4,150.0,10,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1850000
5,200.0,7,15,1,0,2,0,0,1,0,0,0,1,1,0,0,2190000
3,100.0,20,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1050000
4,115.0,20,4,1,0,1,0,1,0,0,0,1,0,1,0,0,2500000
3,105.0,15,3,1,0,1,1,0,0,0,1,0,0,0,0,1,740000
4,110.0,14,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1200000
4,120.0,20,4,1,1,1,0,0,1,0,1,0,0,1,0,0,1080000
4,135.0,11,6,0,0,1,0,0,1,0,1,0,0,0,1,0,1400000
3,100.0,4,3,0,0,1,0,1,0,0,1,0,0,1,0,0,950000
3,90.0,33,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2000000
4,105.0,35,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1370000
4,130.0,11,3,1,0,1,1,0,0,0,1,0,0,1,0,0,800000
4,130.0,30,2,1,0,1,0,0,0,1,1,0,0,1,0,0,1460000
4,110.0,30,4,1,0,1,0,1,0,0,1,0,0,1,0,0,799000
4,130.0,20,8,1,0,1,0,0,1,0,1,0,0,0,0,1,3950000
4,140.0,16,4,1,0,2,0,1,0,0,1,0,0,1,0,0,3620000
5,180.0,10,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2195000
5,160.0,5,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2100000
4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2650000
4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1589000
4,135.0,5,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2450000
4,135.0,5,8,1,0,2,0,0,1,0,1,0,0,1,0,0,1550000
