District,Neighborhood,Num_Of_Room,Area,Age,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Floor_basement,Floor_first floor,Floor_interstage,Floor_top floor,Heat_type_Kombi,Heat_type_Merkezi,Heat_type_Merkezi (Pay Ölçer),Usage_Boş,Usage_Kiracılı,Usage_Mülk Sahibi,Price
Çankaya,İlkadım,5,220.0,2,2,1,0,3,0,0,1,0,1,0,0,0,0,1,5250000
Yenimahalle,İnönü,4,125.0,28,5,1,0,1,0,1,0,0,1,0,0,0,1,0,1550000
Yenimahalle,Ergazi,2,52.0,4,13,0,0,1,0,0,1,0,0,0,1,0,1,0,1975000
Çankaya,Harbiye,4,125.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2700000
Mamak,Mutlu,3,130.0,8,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1297000
Etimesgut,Topçu,6,280.0,12,4,1,0,3,0,0,1,0,1,0,0,1,0,0,2825000
Mamak,Akşemsettin,4,120.0,7,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1500000
Mamak,Peyami Safa,4,120.0,16,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1300000
Gölbaşı,Taşpınar,5,210.0,7,33,1,0,2,0,0,1,0,0,0,1,1,0,0,9270000
Mamak,Durali Alıç,3,105.0,5,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1275000
Mamak,General Zeki Doğan,7,330.0,4,9,1,0,4,0,0,0,1,1,0,0,1,0,0,3099000
Etimesgut,Piyade,4,125.0,18,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1625000
Mamak,Şafaktepe,3,80.0,26,3,1,0,1,1,0,0,0,1,0,0,0,0,1,665000
Çankaya,Güzeltepe,4,115.0,31,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1810000
Etimesgut,Yeni Bağlıca,5,243.0,4,12,1,0,3,0,0,1,0,0,0,1,0,0,1,5650000
Pursaklar,Merkez,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1790000
Mamak,Boğaziçi,4,110.0,15,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1125000
Çankaya,Maltepe,3,120.0,30,4,1,0,1,0,0,1,0,0,1,0,0,0,1,2000000
Çankaya,Mustafa Kemal,5,190.0,14,4,1,0,2,0,0,1,0,1,0,0,0,1,0,4625000
Mamak,Durali Alıç,4,165.0,1,12,1,0,2,0,0,1,0,1,0,0,1,0,0,2130000
Çankaya,Aşağı Öveçler,4,154.0,18,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2350000
Çankaya,Keklik Pınarı,4,190.0,15,9,1,0,1,0,0,1,0,0,1,0,0,0,1,3150000
Altındağ,Aydınlıkevler,2,70.0,5,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1250000
Çankaya,Bahçelievler,3,90.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1950000
Çankaya,Nasuh Akar,4,130.0,10,11,1,0,1,0,0,1,0,0,1,0,1,0,0,3300000
Çankaya,İleri,3,90.0,30,6,1,0,1,1,0,0,0,1,0,0,0,1,0,840000
Mamak,Hürel,4,100.0,20,3,1,0,1,0,1,0,0,1,0,0,0,1,0,925000
Çankaya,Harbiye,3,110.0,25,4,1,1,1,1,0,0,0,1,0,0,0,1,0,1340000
Çankaya,Yukarı Bahçelievler,6,200.0,28,3,1,0,2,0,1,0,0,1,0,0,0,0,1,4250000
Keçiören,Karakaya,3,120.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1100000
Etimesgut,Altay,4,110.0,25,10,1,0,1,0,0,1,0,0,1,0,0,1,0,2150000
Çankaya,Prof. Dr. Ahmet Taner Kışlalı,4,120.0,25,5,1,0,1,0,1,0,0,0,1,0,0,1,0,2575000
Sincan,Tandoğan,4,125.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1129000
Keçiören,Kuşcağız,3,95.0,16,3,1,0,1,0,1,0,0,1,0,0,1,0,0,889000
Mamak,Ekin,4,110.0,6,3,1,0,1,0,1,0,0,1,0,0,0,1,0,775000
Çankaya,Aziziye,4,145.0,30,3,1,0,1,0,0,1,0,0,1,0,1,0,0,3475000
Pursaklar,Yunus Emre,4,125.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1439000
Keçiören,Aşağı Eğlence,4,145.0,17,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2789000
Etimesgut,Bağlıca,5,185.0,7,11,1,0,2,0,0,1,0,0,0,1,0,0,1,4050000
Keçiören,Aşağı Eğlence,3,110.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1489000
Sincan,Malazgirt,3,100.0,20,4,1,0,1,0,1,0,0,1,0,0,0,1,0,698000
Etimesgut,Süvari,4,140.0,7,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1750000
Keçiören,Bağlarbaşı,4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1380000
Etimesgut,Piyade,4,150.0,10,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1450000
Mamak,Dostlar,4,140.0,3,15,1,0,2,0,0,1,0,1,0,0,0,0,1,1200000
Pursaklar,Merkez,4,130.0,18,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1279000
Çankaya,Aşağı Öveçler,4,154.0,18,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2550000
Gölbaşı,Şafak,3,120.0,15,6,1,0,1,1,0,0,0,1,0,0,0,1,0,1075000
Mamak,General Zeki Doğan,4,120.0,20,4,1,0,1,0,1,0,0,1,0,0,0,1,0,1200000
Keçiören,Yayla,4,155.0,13,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2350000
Çankaya,Akpınar,4,140.0,29,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2625000
Çankaya,Anıttepe,4,130.0,40,7,1,0,1,0,0,1,0,0,1,0,1,0,0,2275000
Çankaya,İlkadım,4,135.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2550000
Mamak,Fahri Korutürk,4,125.0,4,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1165000
Çankaya,Güzeltepe,5,250.0,13,23,1,0,2,0,0,1,0,0,0,1,1,0,0,10400000
Çankaya,Emek,4,130.0,35,4,1,0,1,0,0,1,0,1,0,0,0,0,1,3000000
Çankaya,İlker,4,125.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1850000
Çankaya,Emek,3,105.0,25,3,1,1,1,0,0,1,0,1,0,0,0,1,0,2750000
Çankaya,Yukarı Bahçelievler,4,125.0,32,4,1,0,1,0,0,0,1,1,0,0,0,0,1,4150000
Çankaya,Birlik,4,120.0,25,3,1,0,1,0,1,0,0,1,0,0,0,1,0,2000000
Çankaya,İlkbahar,4,120.0,4,22,1,0,1,0,0,1,0,0,0,1,0,0,1,2725000
Mamak,Fahri Korutürk,4,150.0,5,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1609000
Keçiören,Atapark,7,200.0,5,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1579000
Gölbaşı,İncek,3,150.0,14,14,1,0,1,0,1,0,0,0,0,1,0,0,1,3050000
Çankaya,100. Yıl,3,95.0,26,3,1,1,1,0,1,0,0,1,0,0,0,1,0,1370000
Çankaya,Ayrancı,3,90.0,30,4,1,0,1,1,0,0,0,0,1,0,1,0,0,1450000
Altındağ,Aydınlıkevler,5,160.0,22,4,1,0,1,0,0,1,0,1,0,0,1,0,0,2250000
Yenimahalle,Avcılar,7,350.0,5,11,1,0,3,0,0,1,0,0,0,1,0,1,0,3400000
Mamak,Misket,5,250.0,15,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1670000
Çankaya,İşçi Blokları,3,85.0,35,14,1,0,1,0,0,1,0,1,0,0,0,1,0,1950000
Sincan,Plevne,4,125.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,949000
Çankaya,Yukarı Bahçelievler,4,145.0,5,3,1,0,1,0,1,0,0,1,0,0,0,1,0,4550000
Sincan,Mareşal Çakmak,4,125.0,13,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1470000
Sincan,Mareşal Çakmak,4,125.0,13,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1470000
Etimesgut,Bağlıca,5,170.0,3,14,1,0,2,0,0,1,0,0,0,1,0,0,1,4650000
Keçiören,İncirli,4,125.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1590000
Keçiören,Ovacık,5,165.0,1,16,1,0,1,0,0,1,0,0,0,1,1,0,0,3099000
Sincan,Plevne,4,125.0,24,4,1,0,1,0,0,1,0,1,0,0,1,0,0,949000
Keçiören,Çaldıran,6,260.0,25,3,1,0,3,0,0,0,1,1,0,0,0,0,1,1850000
Etimesgut,Elvan,4,176.0,9,4,1,1,2,0,0,1,0,1,0,0,0,0,1,2350000
Mamak,Şahintepe,5,200.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1450000
Çankaya,Emek,4,135.0,35,3,1,0,1,0,0,1,0,1,0,0,1,0,0,3500000
Çankaya,Maltepe,4,145.0,40,4,1,0,1,0,0,1,0,0,1,0,0,0,1,3200000
Çankaya,Hilal,3,125.0,6,4,1,0,2,0,1,0,0,1,0,0,1,0,0,3590000
Yenimahalle,Batı Sitesi,4,125.0,27,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1945000
Çankaya,Bahçelievler,4,130.0,55,3,1,1,1,0,0,1,0,1,0,0,0,1,0,3750000
Çankaya,Karapınar,4,125.0,15,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1650000
Çankaya,Birlik,4,140.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1875000
Çankaya,Mürsel Uluç,4,160.0,18,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2200000
Çankaya,Yukarı Bahçelievler,4,100.0,35,3,1,0,1,0,1,0,0,0,1,0,0,1,0,2050000
Pursaklar,Yunus Emre,4,125.0,14,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1380000
Çankaya,Mustafa Kemal,4,150.0,15,5,1,0,2,0,0,1,0,1,0,0,0,1,0,3950000
Keçiören,Kalaba,3,105.0,35,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1149000
Keçiören,Aşağı Eğlence,4,180.0,25,7,1,0,1,0,0,1,0,1,0,0,0,1,0,3950000
Pursaklar,Merkez,5,185.0,5,11,1,0,2,0,0,1,0,0,0,1,1,0,0,2890000
Etimesgut,Atakent,4,110.0,23,10,1,0,1,0,0,1,0,1,0,0,0,0,1,2250000
Yenimahalle,Gazi,5,130.0,20,3,1,0,2,0,1,0,0,1,0,0,0,1,0,1950000
Çankaya,İlkadım,4,135.0,28,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2499000
Keçiören,Kuşcağız,4,115.0,35,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1310000
Keçiören,Aktepe,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1485000
Çankaya,Naci Çakır,4,120.0,27,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1490000
Keçiören,Osmangazi,3,120.0,11,3,1,0,1,0,1,0,0,1,0,0,1,0,0,989000
Etimesgut,Bağlıca,5,198.0,2,14,1,0,2,0,0,1,0,0,1,0,1,0,0,4950000
Pursaklar,Mimar Sinan,5,185.0,2,15,1,0,2,0,0,1,0,0,0,1,0,0,1,2550000
Keçiören,Ayvalı,5,175.0,8,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1999000
Mamak,Akşemsettin,5,195.0,6,5,1,0,2,0,0,1,0,1,0,0,0,0,1,1950000
Etimesgut,Ahi Mesut,5,255.0,6,11,1,0,2,0,0,1,0,0,0,1,1,0,0,3750000
Keçiören,Ufuktepe,4,145.0,5,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1730000
Çankaya,Emek,4,95.0,40,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1800000
Mamak,Aşık Veysel,4,105.0,20,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1150000
Mamak,Bahçelerüstü,4,125.0,12,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1150000
Çankaya,Eti,4,130.0,35,8,1,0,1,0,0,1,0,1,0,0,1,0,0,2495000
Çankaya,Hilal,2,70.0,9,8,1,0,1,0,0,1,0,0,1,0,0,1,0,2150000
Keçiören,Etlik,3,100.0,15,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1150000
Pursaklar,Mimar Sinan,5,185.0,2,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2650000
Altındağ,Gültepe,5,300.0,20,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1500000
Gölbaşı,Kızılcaşar,2,68.0,3,21,1,0,1,0,0,1,0,0,0,1,1,0,0,3011000
Çankaya,Sokullu Mehmet Paşa,4,135.0,28,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2465000
Keçiören,Osmangazi,3,115.0,4,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1028000
Pursaklar,Fatih,5,250.0,15,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1690000
Etimesgut,Elvan,4,158.0,14,3,1,0,2,0,0,1,0,1,0,0,0,1,0,1630000
Etimesgut,Yeşilova,4,160.0,5,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2535000
Yenimahalle,Uğur Mumcu,4,125.0,27,7,1,0,1,0,0,1,0,1,0,0,0,1,0,2185000
Mamak,Abidinpaşa,3,95.0,31,5,1,0,1,1,0,0,0,1,0,0,0,1,0,630000
Çankaya,Mebusevleri,3,95.0,39,3,1,0,1,0,1,0,0,1,0,0,1,0,0,2350000
Çankaya,Yaşamkent,4,165.0,17,10,1,0,2,0,0,1,0,0,0,1,0,1,0,3850000
Keçiören,Etlik,4,125.0,25,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1679000
Keçiören,Kanuni,4,125.0,8,4,1,1,1,0,0,1,0,1,0,0,0,0,1,1550000
Mamak,Derbent,3,95.0,5,4,1,0,1,1,0,0,0,1,0,0,1,0,0,950000
Çankaya,Aydınlar,4,130.0,27,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2500000
Keçiören,Atapark,4,135.0,8,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1589000
Çankaya,Aydınlar,4,130.0,27,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2500000
Mamak,Derbent,3,95.0,5,4,1,0,1,1,0,0,0,1,0,0,1,0,0,950000
Çankaya,Metin Akkuş,4,120.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2695000
Keçiören,Kanuni,4,140.0,8,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1730000
Mamak,Kutlu,4,120.0,8,6,1,0,1,1,0,0,0,1,0,0,0,1,0,845000
Mamak,Çağlayan,5,250.0,6,3,1,0,2,0,0,1,0,1,0,0,0,1,0,1750000
Çankaya,Sancak,6,350.0,25,4,1,0,2,0,0,0,1,1,0,0,0,0,1,7850000
Altındağ,Karapürçek,4,135.0,12,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1260000
Keçiören,Çiçekli,4,120.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2650000
Çankaya,Öveçler,6,250.0,25,3,1,0,2,0,0,1,0,1,0,0,1,0,0,3450000
Çankaya,Mürsel Uluç,8,250.0,25,3,1,0,2,0,0,1,0,1,0,0,0,0,1,3150000
Çankaya,Sokullu Mehmet Paşa,5,165.0,22,4,1,0,1,0,0,1,0,0,1,0,0,1,0,3600000
Mamak,General Zeki Doğan,4,145.0,14,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1525000
Yenimahalle,Ata,5,155.0,4,15,1,0,2,0,0,1,0,0,0,1,0,0,1,3350000
Mamak,Durali Alıç,4,130.0,12,8,1,0,2,0,0,1,0,1,0,0,0,1,0,2750000
Altındağ,Karapürçek,4,145.0,3,5,0,0,2,0,0,1,0,1,0,0,0,0,1,1864000
Yenimahalle,Demetlale,4,130.0,26,6,1,0,1,0,0,1,0,1,0,0,0,0,1,1249000
Keçiören,Kafkas,6,340.0,12,9,1,0,4,0,0,1,0,1,0,0,0,0,1,2499000
Çankaya,Büyükesat,4,120.0,40,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1890000
Keçiören,Atapark,4,130.0,10,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1725000
Sincan,Fevzi Çakmak,4,150.0,2,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1610000
Keçiören,Ayvalı,4,135.0,8,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1820000
Etimesgut,Göksu,5,182.0,5,17,1,0,2,0,0,1,0,0,0,1,0,0,1,4300000
Sincan,Mareşal Çakmak,4,120.0,20,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1249000
Keçiören,Bademlik,4,140.0,15,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1349000
Çankaya,Mebusevleri,5,165.0,33,4,1,0,1,0,1,0,0,0,1,0,1,0,0,4000000
Mamak,Hüseyingazi,4,140.0,8,1,1,0,1,0,0,1,0,1,0,0,0,0,1,1280000
Etimesgut,Tunahan,4,133.0,21,10,1,0,1,0,0,1,0,0,1,0,0,1,0,2300000
Yenimahalle,Mehmet Akif Ersoy,4,135.0,13,15,1,0,2,0,0,1,0,0,1,0,0,1,0,3950000
Sincan,İstasyon,5,140.0,8,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1950000
Altındağ,Karapürçek,4,125.0,7,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1675000
Çankaya,İlkbahar,4,120.0,3,17,1,0,2,0,0,1,0,1,0,0,0,0,1,3749000
Çankaya,Metin Akkuş,4,110.0,18,2,1,0,1,1,0,0,0,1,0,0,1,0,0,1235000
Sincan,Pınarbaşı,4,110.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1460000
Yenimahalle,Varlık,6,180.0,18,2,1,0,1,0,0,1,0,1,0,0,1,0,0,3500000
Altındağ,Karapürçek,4,120.0,14,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1250000
Mamak,Akdere,4,140.0,18,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1650000
Mamak,General Zeki Doğan,4,90.0,16,3,1,0,1,1,0,0,0,1,0,0,1,0,0,765000
Sincan,Mareşal Çakmak,4,120.0,22,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1249000
Çankaya,Naci Çakır,4,130.0,25,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2185000
Etimesgut,Alsancak,5,260.0,17,3,1,0,3,0,0,0,1,1,0,0,0,0,1,2150000
Sincan,Mareşal Çakmak,3,105.0,4,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1580000
Çankaya,Keklik Pınarı,4,165.0,5,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2490000
Etimesgut,Şeyh Şamil,4,145.0,20,8,1,0,1,0,0,1,0,1,0,0,0,0,1,2227000
Keçiören,Karakaya,4,130.0,17,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1249000
Keçiören,Ovacık,5,200.0,2,15,1,0,2,0,0,1,0,0,0,1,0,1,0,5900000
Çankaya,Aziziye,3,115.0,45,4,1,0,1,0,1,0,0,0,1,0,0,0,1,2350000
Keçiören,Osmangazi,4,140.0,18,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1590000
Etimesgut,Bağlıca,4,175.0,8,8,1,0,2,0,0,1,0,0,0,1,0,1,0,3500000
Etimesgut,Şeker,4,120.0,10,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1595000
Çankaya,Seyranbağları,3,110.0,45,5,1,0,1,0,0,0,1,0,1,0,0,1,0,1450000
Çankaya,Cebeci,4,120.0,27,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1429000
Mamak,Mutlu,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1580000
Keçiören,Ufuktepe,5,360.0,6,3,1,0,3,0,0,1,0,0,1,0,0,0,1,2950000
Sincan,Mareşal Çakmak,4,115.0,23,4,1,0,1,0,0,1,0,1,0,0,0,0,1,995000
Yenimahalle,Kardelen,4,135.0,17,7,1,1,1,0,0,1,0,1,0,0,0,1,0,2475000
Etimesgut,Atakent,4,125.0,17,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1789000
Keçiören,Kuşcağız,5,220.0,3,15,1,0,2,0,0,1,0,1,0,0,1,0,0,2990000
Etimesgut,Yeşilova,5,160.0,1,22,1,0,2,0,0,1,0,0,1,0,0,1,0,4250000
Sincan,Mustafa Kemal,4,120.0,7,4,1,0,1,0,1,0,0,1,0,0,0,1,0,1199000
Çankaya,Yıldızevler,4,170.0,16,2,1,0,1,0,0,1,0,1,0,0,1,0,0,3985000
Altındağ,Başpınar,4,155.0,3,6,1,0,1,0,0,1,0,1,0,0,0,1,0,1750000
Keçiören,Aşağı Eğlence,5,200.0,7,4,1,0,2,0,0,1,0,1,0,0,0,1,0,4150000
Keçiören,Etlik,4,130.0,20,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1595000
Keçiören,Karakaya,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1199000
Çankaya,Sancak,3,105.0,35,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1900000
Çankaya,Remzi Oğuz Arık,4,150.0,40,4,1,0,1,0,0,1,0,0,1,0,1,0,0,2950000
Yenimahalle,Uğur Mumcu,6,205.0,31,3,1,0,1,0,1,0,0,1,0,0,0,1,0,2970000
Çankaya,Yıldızevler,5,250.0,13,12,1,0,2,0,0,1,0,0,1,0,0,0,1,5950000
Keçiören,Ayvalı,3,112.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,2250000
Keçiören,Adnan Menderes,6,180.0,20,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1699000
Mamak,Durali Alıç,4,155.0,5,8,1,0,2,0,0,1,0,1,0,0,1,0,0,1875000
Etimesgut,Piyade,4,155.0,15,3,1,0,2,0,1,0,0,1,0,0,0,0,1,1595000
Keçiören,Kanuni,4,130.0,11,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1588000
Sincan,Plevne,6,300.0,5,4,1,0,2,0,1,0,0,1,0,0,0,0,1,1890000
Keçiören,İncirli,7,350.0,10,4,1,0,3,0,0,1,0,1,0,0,0,0,1,2750000
Çankaya,Karapınar,4,120.0,18,3,1,0,2,1,0,0,0,1,0,0,0,0,1,1500000
Çankaya,Çamlıtepe,4,130.0,20,4,1,0,1,0,0,1,0,0,1,0,0,0,1,2600000
Çankaya,Ayrancı,5,190.0,34,4,1,0,2,0,0,1,0,1,0,0,0,1,0,4500000
Etimesgut,Elvan,5,210.0,7,12,1,0,2,0,1,0,0,1,0,0,0,0,1,3250000
Çankaya,Bahçelievler,4,145.0,25,3,1,0,2,0,0,1,0,1,0,0,1,0,0,3850000
Çankaya,Ata,4,150.0,16,4,1,0,1,0,0,1,0,1,0,0,1,0,0,3100000
Keçiören,19 Mayıs,4,110.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1340000
Çankaya,Ata,4,150.0,20,4,1,0,1,0,0,1,0,1,0,0,0,0,1,3098000
Mamak,Dutluk,3,100.0,1,8,0,0,2,0,0,1,0,0,0,1,1,0,0,920000
Çankaya,İlkbahar,2,83.0,2,30,1,0,1,0,0,1,0,0,0,1,1,0,0,3100000
Çankaya,Keklik Pınarı,3,110.0,15,3,1,0,2,0,1,0,0,1,0,0,0,0,1,1480000
Yenimahalle,Işınlar,3,115.0,37,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1850000
Çankaya,Mürsel Uluç,3,110.0,5,6,1,0,1,0,1,0,0,1,0,0,0,0,1,2300000
Çankaya,Şehit Cevdet Özdemir,3,90.0,29,2,1,1,1,1,0,0,0,1,0,0,0,1,0,1240000
Çankaya,Huzur,5,250.0,6,4,1,0,3,0,0,1,0,1,0,0,0,0,1,3098000
Yenimahalle,Kentkoop,5,160.0,22,6,1,0,2,0,0,1,0,1,0,0,0,0,1,2750000
Etimesgut,Piyade,4,100.0,11,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1149000
Etimesgut,Tunahan,4,120.0,20,9,1,0,1,0,0,1,0,1,0,0,1,0,0,2350000
Etimesgut,Yeni Bağlıca,3,97.0,5,12,1,0,2,0,0,1,0,0,0,1,0,0,1,2675000
Çankaya,Çukurambar,5,190.0,22,6,1,0,2,0,0,1,0,1,0,0,0,1,0,5500000
Çankaya,Çankaya,4,125.0,37,9,1,0,1,0,0,1,0,0,1,0,1,0,0,3500000
Çankaya,Oğuzlar,4,120.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2650000
Etimesgut,Yukarıyurtçu,3,156.0,4,8,1,0,2,0,0,1,0,0,0,1,1,0,0,2250000
Çankaya,Keklik Pınarı,4,130.0,29,10,1,0,2,0,0,1,0,0,1,0,1,0,0,2480000
Mamak,Bahçelerüstü,4,130.0,1,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1850000
Çankaya,Mebusevleri,3,95.0,30,4,1,0,1,0,0,1,0,0,1,0,0,1,0,2450000
Etimesgut,Piyade,4,135.0,8,3,1,0,2,0,0,1,0,1,0,0,0,1,0,1575000
Mamak,Akşemsettin,4,140.0,5,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1590000
Çankaya,Yaşamkent,5,220.0,8,22,1,0,2,0,0,1,0,0,0,1,0,1,0,6500000
Çankaya,Emek,3,105.0,3,3,1,0,1,0,0,1,0,1,0,0,0,0,1,4275000
Çankaya,Yukarı Bahçelievler,4,125.0,5,3,1,0,1,0,0,1,0,1,0,0,0,1,0,5950000
Keçiören,Kafkas,4,125.0,15,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1790000
Yenimahalle,Demetevler,4,135.0,35,6,1,0,1,0,0,1,0,1,0,0,0,1,0,1560000
Etimesgut,Atayurt,3,95.0,10,10,1,0,1,0,0,1,0,0,0,1,0,1,0,1390000
Keçiören,Karargahtepe,4,100.0,30,3,1,0,1,0,1,0,0,1,0,0,0,0,1,995000
Yenimahalle,Gayret,4,115.0,40,12,1,0,1,0,0,1,0,0,1,0,1,0,0,2470000
Çankaya,Osman Temiz,5,170.0,25,2,1,0,2,0,0,1,0,1,0,0,1,0,0,3250000
Etimesgut,Tunahan,4,145.0,21,10,1,0,2,0,0,1,0,0,1,0,0,0,1,3350000
Çankaya,Koru,4,110.0,30,5,1,0,1,0,1,0,0,0,1,0,1,0,0,2950000
Altındağ,Feridun Çelik,4,150.0,4,6,1,0,2,0,0,1,0,1,0,0,0,0,1,1585000
Çankaya,Osman Temiz,4,125.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1970000
Etimesgut,Atayurt,4,116.0,11,15,1,0,1,0,0,1,0,0,0,1,1,0,0,1600000
Etimesgut,Piyade,6,260.0,13,3,1,0,3,0,0,0,1,1,0,0,1,0,0,1850000
Çankaya,Mürsel Uluç,6,265.0,21,3,1,0,2,0,0,1,0,1,0,0,0,0,1,3550000
Çankaya,Nasuh Akar,4,120.0,30,10,1,0,1,0,0,1,0,0,1,0,0,1,0,3000000
Çankaya,Keklik Pınarı,4,130.0,16,10,1,0,2,0,0,1,0,0,1,0,1,0,0,2480000
Sincan,Malazgirt,4,120.0,16,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1210000
Sincan,Malazgirt,4,120.0,16,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1210000
Çankaya,Alacaatlı,11,500.0,11,9,1,0,3,0,0,0,1,0,0,1,1,0,0,12400000
Çankaya,Korkutreis,5,210.0,50,8,1,0,1,0,0,1,0,0,1,0,1,0,0,3000000
Keçiören,Hasköy,4,125.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1590000
